15408,2,52,48,True
15456,5,57,48,True
15504,2,52,48,True
15552,0,48,48,True
15600,2,52,48,True
15648,5,57,48,True
15696,5,57,48,True
15744,9,64,48,True
15792,2,52,48,True
15840,5,57,144,True
15984,8,62,48,True
16032,9,64,48,True
16080,11,67,48,True
16128,12,69,48,True
16176,5,57,48,True
16224,3,53,144,True
16368,7,60,48,True
16416,7,60,48,True
16464,9,64,48,True
16512,9,64,48,True
16560,8,62,48,True
16608,4,55,144,True
16752,8,62,48,True
16800,11,67,48,True
16848,8,62,48,True
16896,9,64,48,True
16944,10,65,48,True
16992,9,64,96,True
17136,9,64,48,True
17184,11,67,48,True
17232,9,64,48,True
17280,11,67,48,True
17328,12,69,48,True
17376,5,57,144,True
17520,9,64,48,True
17568,11,67,48,True
17616,12,69,48,True
17664,9,64,48,True
17712,8,62,48,True
17760,1,50,48,True
17808,7,60,48,True
17856,5,57,48,True
17904,5,57,48,True
17952,6,59,48,True
18000,9,64,48,True
18048,7,60,48,True
18096,0,48,48,True
18144,3,53,48,True
18192,7,60,48,True
18240,6,59,48,True
18288,7,60,48,True
18336,6,59,48,True
18384,2,52,48,True
18432,4,55,48,True
18480,2,52,192,True
18672,9,64,48,True
18720,9,64,48,True
18768,11,67,48,True
18816,12,69,48,True
18864,12,69,48,True
18912,11,67,48,True
18960,12,69,48,True
19008,8,62,48,True
19056,1,50,48,True
19104,4,55,48,True
19152,9,64,48,True
19200,11,67,48,True
19248,11,67,48,True
19296,9,64,48,True
19344,8,62,48,True
19392,9,64,48,True
19440,2,52,48,True
19488,5,57,48,True
19536,2,52,48,True
19584,5,57,48,True
19632,9,64,48,True
19680,5,57,48,True
19728,9,64,48,True
19776,8,62,48,True
19824,9,64,48,True
19872,4,55,48,True
19920,1,50,48,True
19968,0,48,48,True
20016,2,52,48,True
20064,5,57,48,True
20112,6,59,48,True
20160,7,60,48,True
20208,9,64,48,True
20256,9,64,48,True
20304,11,67,48,True
20352,12,69,48,True
20400,12,69,48,True
20448,11,67,48,True
20496,12,69,48,True
20544,8,62,48,True
20592,1,50,48,True
20640,4,55,48,True
20688,1,50,48,True
20736,11,67,48,True
20784,11,67,48,True
20832,9,64,48,True
20880,11,67,48,True
20928,5,57,48,True
20976,2,52,48,True
21024,5,57,48,True
21072,2,52,48,True
21120,5,57,48,True
21168,9,64,48,True
21216,5,57,48,True
21264,9,64,48,True
21312,8,62,48,True
21360,9,64,48,True
21408,11,67,48,True
21456,8,62,48,True
21504,5,57,48,True
21552,2,52,48,True
21600,5,57,144,True
21744,9,64,48,True
21792,9,64,48,True
21840,11,67,48,True
21888,12,69,48,True
21936,12,69,48,True
21984,11,67,48,True
22032,12,69,48,True
22080,8,62,48,True
22128,1,50,48,True
22176,4,55,48,True
22224,9,64,48,True
22272,11,67,48,True
22320,11,67,48,True
22368,9,64,48,True
22416,8,62,48,True
22464,9,64,48,True
22512,2,52,48,True
22560,5,57,48,True
22608,2,52,48,True
22656,5,57,48,True
22704,9,64,48,True
22752,5,57,48,True
22800,9,64,48,True
22848,8,62,48,True
22896,9,64,48,True
22944,4,55,48,True
22992,1,50,48,True
23040,0,48,48,True
23088,2,52,48,True
23136,5,57,48,True
23184,6,59,48,True
23232,7,60,48,True
23280,9,64,48,True
23328,9,64,48,True
23376,11,67,48,True
23424,12,69,48,True
23472,12,69,48,True
23520,11,67,48,True
23568,12,69,48,True
23616,8,62,48,True
23664,1,50,48,True
23712,4,55,48,True
23760,1,50,48,True
23808,11,67,48,True
23856,11,67,48,True
23904,9,64,48,True
23952,11,67,48,True
24000,5,57,48,True
24048,2,52,48,True
24096,5,57,48,True
24144,2,52,48,True
24192,5,57,48,True
24240,9,64,48,True
24288,5,57,48,True
24336,9,64,48,True
24384,8,62,48,True
24432,9,64,48,True
24480,11,67,48,True
24528,8,62,48,True
24576,5,57,48,True
24624,2,52,48,True
24672,5,57,48,True
24720,2,52,48,True
24768,0,48,48,True
24816,9,64,48,True
24864,9,64,48,True
24912,11,67,48,True
24960,12,69,48,True
25008,12,69,48,True
25056,11,67,48,True
25104,12,69,48,True
25152,8,62,48,True
25200,1,50,48,True
25248,4,55,48,True
25296,1,50,48,True
25344,11,67,48,True
25392,11,67,48,True
25440,9,64,48,True
25488,11,67,48,True
25536,5,57,48,True
25584,2,52,48,True
25632,5,57,48,True
25680,2,52,48,True
25728,5,57,48,True
25776,9,64,48,True
25824,5,57,48,True
25872,9,64,48,True
25920,8,62,48,True
25968,1,50,48,True
26016,4,55,96,True
26112,0,48,96,True
26208,2,52,48,True
26256,5,57,48,True
26304,6,59,48,True
26352,8,62,48,True
26400,7,60,288,True
26688,5,57,960,True
